,mem,int,tru,emp,aes,itt,cft,topic,img_index,mem-why,int-why,tru-why,emp-why,aes-why,itt-why,cft-why,chart_name
1101,7,7,1,7,7,4,7,GlobalWarming,1,"The chart is very easy to remember,  showing colors on it to represent heat I just know it's very red, the heat is too hot. ","The chart is very interesting,  one will want to learn about it even though they not interest in Geography or the world around them.",The chart is not sourced or referenced where it comes from. ,"I emphasize with the chart, because as much as I live on 3artg I need to know what's happening with it. ","The chart displays colors that represent the heat, we know that heat is red or shows fire. So it is represent well.",It shows important information that one can learn to know the world around them. ,The information does not display sensitive images. So I'm comfortable.,GlobalWarming-1
1102,4,7,0,4,4,4,7,GlobalWarming,2,"Not easy to remember,  it needs one to record information down to remember it. ","I feel neutral about this, as much as it has value it does not have value that other societal issues that are happening. ",The information is not sourced. ,"I don't empathize with the chart, I'm neutral about it.","The chart is presented very well, no complicated dat.","The chart I feel neutral about it, it needs a deeper understanding of the consequences of heating on earth. ",The chart shows colors and it is represented well. I'm comfortable with it.,GlobalWarming-2
1103,4,7,4,1,4,4,7,GlobalWarming,3,The chart is a bit complicated. Needs recording to analyze it.,"The chart is interesting,  it shows monthly data of temperature from years.",The chart is vague and it is not sourced.,I don't emphathize with the chart. ,Very pleasant and colorfully presented. Once can use it for research and for education purposes.,The chart is intuitive in our lives. One can use it to analyze the heat on earth.,"The Chart is insensitive,  the information represented well, anyone can use it. So i feel comfortable.",GlobalWarming-3
1104,5,6,7,0,6,0,7,GlobalWarming,1,It talks about the climate change and it is the world that we live in,It show how the climate has change for the past 50 years,Yes because it is based on real facts,I can show it to other people to know the climate change for the past 50 years,It show how the climate change has affected us,the climate has affected us alot,Yes because it is based on real facts,GlobalWarming-1
1105,7,7,6,5,5,4,7,GlobalWarming,2,Yes because everything is clear it is labelled correct,It show the heat of the month of Apriel from 1950-2015,It is based on real facts,because it shows the data that was collected and stored,Yes because it based on facts,"Yes, because has figures show in it",Yes because it show how the heat has change over the past few years,GlobalWarming-2
1106,2,5,6,4,0,2,5,GlobalWarming,3,No it has many figures in it,Yes it talks about the globally average temperature,because it the data that was stored,No,No because it needs to be explained in terms of what is happening in the chart,This chart must be clear and straight forward ,Yes because it has real figures,GlobalWarming-3
1107,7,6,7,5,4,0,6,GlobalWarming,4,Yes everything is labelled correct and it is clear,It talks about the spending of emissions from the government,I think it is based on real facts,Everything is clear,it is labelled correct,It does not show how the spending,It shows the consumption of the greenhouse gas emissions,GlobalWarming-4
1108,2,5,6,2,2,4,3,GlobalWarming,11,It has many sources,yes it shows the core features of the earths,It is the information that was being measured,It does not go into deep with the details ,No because not everyone can understand it,It has many life events,It show the real-life events,GlobalWarming-11
1109,3,5,7,4,3,4,5,GlobalWarming,12,No because it needs people who are doing maybe physical science,It show real facts,Yes because it is from NASA ,Yes but it needs to be explained properly ,not everyone can un,It needs to be shown in a way that everyone can see it,It is a warning that the heat maybe to match now,GlobalWarming-12
1110,2,6,0,5,6,6,4,GlobalWarming,11,"There's too much going on in the chart, so it's too many information being bombarded at once",I find it interesting because of the colours,"
I do not have much information on the topic of the chart",I like the chart so yes,"Yes it is, It is colourful and tells what it is talking about",You know what each bar is talking about from the illustrations in them,I am quite indifferent about this chart,GlobalWarming-11
1111,2,5,5,6,2,5,5,GlobalWarming,12,"The curves are too close to each other and intertwined, so It makes it hard to remember",I like the topic of the chart,It talks about the climate and it is kind of true,Yes as it is speaking about something I have knowledge of,Theres not much spacing between the curves,Yes it is,"I have issues with the curves but overall, its good enough",GlobalWarming-12
1112,1,2,2,4,1,1,1,GlobalWarming,1,There's too many things going on with it,It really is not interesting,A little,I empathize with it as it is a delicate issue affecting the world right now,"It's colourful, but it is not pleasing to the eye",The average person would find it really hard to understand this chart,I found this chart quite confusing at first,GlobalWarming-1
1113,5,0,0,2,5,2,0,GlobalWarming,2,The figures are distinct,I do not know what the chart is about,I do not know what the chart is about,I do not know what the chart is about,I like the differentiation of colours used,I cannot tell what this chart is talking about,I am not comfortable with it,GlobalWarming-2
1114,2,6,5,6,3,6,5,GlobalWarming,3,There's so many things going on in this chart and that makes it confusing,"Yes, it is quite detailed",It looks feasible considering the state of the earth,Yes I can as it affects the earth,It is all jampacked together,I find it easy to understand,A little bit,GlobalWarming-3
1115,7,6,7,6,6,7,7,GlobalWarming,4,It is as Pie charts are easy to remember,I find the topic of the chart interesting.,It is trustworthy ,This chart talks about something affecting the world presently,It has distinct and somewhat warm colours,I find this chart very self explanatory and gives detailed information.,I am able to understand this chart easily so I feel comfortable with it,GlobalWarming-4
1116,2,3,5,1,2,3,3,HousePrice,3,There's too many information to take in at once.,I don't find it interesting,"It has a lot of information, so I think it should be trustworthy",I cannot empathize with it at all,It doesn't appear so.,I don't think it is,I cannot empathize with the chart so it doesn't really invoke any feeling in me,HousePrice-3
1117,2,2,4,2,2,2,2,HousePrice,4,"To me, it doesn't appear so.","I don't like charts, numbers etc., so I don't find it interesting",I'm not really sure.,I don't think chart sparks any feeling inside of me,I do not find it so,I don't find it so,Nothing on here makes me feel comfortable,HousePrice-4
1118,2,5,0,2,6,2,4,HousePrice,5,It's not easy to take in the information,"I like the contrast of colors, makes you want to see what the colors stand for.","I can't really say, there's no much information for me to judge that.",I don't have a reason to,"Just like I said before, I like the contrast in colours so I find it aesthetically pleasing","I don't think ""intuitive"" should be used to describe a chart.",I'm indifferent.,HousePrice-5
1119,1,5,5,5,7,4,4,HousePrice,12,"It has a lot of texts all over and an interesting chart so no, it cannot be easily remembered.",The manner of presenting the information on an aesthetically pleasing photo makes it interesting.,It has sufficient amount of information so it appears trustworthy,I can empathize with it a little because of the subject matter,I like how the information was presented and the different arrows used,I don't know that it is,I'M ,HousePrice-12
1120,4,3,0,4,2,2,4,HousePrice,1,"For me, no, probably for someone with a more retentive memory.",I don't find it so,There's no enough information to judge that,I'm indifferent,I don't find it aesthetically pleasing at all.,I don't think it is.,I'm indifferent,HousePrice-1
1121,2,5,0,4,4,3,4,HousePrice,2,There is a contrast in the information so it is not easy to remember., The difference in bars makes it intriguing to know what is going on exactly.,There's no sufficient information to decide that.,There's no reason for me to,I'm indifferent,I don't think it is,It doesn't invoke any feeling in me,HousePrice-2
1122,2,5,0,0,4,6,4,GlobalWarming,3,Too many things to remember,It is interesting to see how the global temperature anomaly changed,There are no sources,There is nothing to empathize with ,It is chaotic but not that bad,Nothing on here is too complicated so it is intuitive,Nothing on here makes comfortable or uncomfortable,GlobalWarming-3
1123,6,4,4,0,4,5,4,GlobalWarming,4,It is pretty simple and easy to remember,"It is not a topic that interests me, but it is not uninteresting",There are no sources to the information but it seems reliable,There is nothing to empathize with on there,It looks neither bad or good,Easy to understand and with that intuitive,There is nothing in there that makes me uncomfortable or comfortable,GlobalWarming-4
1124,2,2,5,4,5,3,4,GlobalWarming,5,"Although the chart is pretty simple, amount of dots makes it hard to remember",It does not feel interesting to me,"There are no sources, but informations on smaller areas usually are correct",There is nothing to empathize with on here,"It looks nice, colors are fine but it seems a little bit chaotic",With that many dots it is not intuitive ,There is nothing that makes me uncomfortable or comfortable on the chart,GlobalWarming-5
1125,3,5,5,4,2,5,4,GlobalWarming,6,There is too much information to remember so it would be hard to remember,"It is a little bit interesting to me, but I am not interested on this topic",There is some kind of source as I can see so it appears trustworthy,There is nothing to empathize with on the chart,"It does not look pleasing to me, it is composited weirdly",Nothing is complicated so it is intuitive,There is nothing that makes me uncomfortable or comfortable,GlobalWarming-6
1126,3,6,6,5,6,5,3,GlobalWarming,7,I would have hard time remembering it due to the period it represents,The topic of the chart seems interesting to me,I see that the chart was made by NASA so I think I can what is on the chart,I empathize with how much the global temperature has changed over the years,Colors and overall composition makes it pleasing,The information on displayed on the chart is intuitive for me to read,It makes me a little bit uncomfortable seeing how the temperature changed,GlobalWarming-7
1127,2,4,4,4,7,3,4,GlobalWarming,2,Too much information to remember,The topic of the chart is not interesting for me,There is no source so I do not know if it is trustworthy,There is nothing that I would empathize with on the chart,It looks very pleasing with the colors and simplicity of it,Although it is simple the information presented on the chart is not that intuitive to read from,There is nothing that makes me comfortable or uncomfortable,GlobalWarming-2
1128,7,6,6,6,6,6,6,GlobalWarming,4,it is a pie chart with colours and the percentage are fairly different,The chart is interesting because it is colourful and it talks about green house gas emission in the us,yes it appears trust worthy,It is about greenhouse gas emisson,"Yes, it is colourful","it is an intuitive chart, it gives an insight into green house gas emission in the us",I feel comfortable with the chart because it looks trustworthy,GlobalWarming-4
1129,2,6,2,4,6,0,2,GlobalWarming,5,It has too many data,it is interesting because it talks about historical air temp,It has too many figures,i am neutral about it,"yes, it is colourful",i cant say,i dont feel comfortable with the chart,GlobalWarming-5
1130,2,6,6,6,2,6,6,GlobalWarming,6,it has too many texts and the chart is blurry,"It looks interesting, it talks about changes in temperature etc.",It looks trustworthy because there is increase in temperature and sea level.,i empathize with the chart because it speaks about the environment,"It is not asthetically pleasing, the chart is blurry",The chart is intuitive,i feel comfortable because it speaks about the environment,GlobalWarming-6
1131,2,6,0,2,4,3,2,GlobalWarming,1,It is too colourful and the colours are clashing,It talks about temperature changes in the past 50 years so i am interested,The information is not enough to trust it,"I dont understand it, so i dont empathize with it",I am neutral about that,"I dont trust it, so i have no intuition","I dont trust it, so i am not comfortable with it",GlobalWarming-1
1132,2,4,1,1,4,1,2,GlobalWarming,2,It has too many values,"i don't understand it, so i am neutral",i dont trust the chart because i dont understand it,I don't empathize because i don't understand,i am neutral about it. it looks colourful but dull,"I don't understand it, so i have no intutiton","I don't understand it, so i am not comfortable with it",GlobalWarming-2
1133,1,5,5,4,6,4,3,GlobalWarming,3,It has too many values and figures,Monthly global average temperature is an interesting topic,The figures look like they are right,I am neutral about this,It has a lot of colour so it looks pleasing asthetically,I am neutral about this,I don't feel very comfortable,GlobalWarming-3
1134,0,4,5,4,5,4,5,GlobalWarming,5,it contains a lot of information,interesting colours,it can be used for research studies,it has got some professionalism,the layout is interesting,it is well designed,it is understandable,GlobalWarming-5
1135,4,4,5,4,6,6,4,GlobalWarming,6,it has got a lot of information,it describe geography,it can be used for scientific report,it is trustworthy,it defines terms very well,easy to understand,it is above my knowledge ,GlobalWarming-6
1136,5,4,6,4,5,4,5,GlobalWarming,7,i can remember it,great features,it can be used for scientific research,numbers looks perfect,l learnt about it before,easy to see,the graph is good,GlobalWarming-7
1137,6,5,4,4,5,5,5,GlobalWarming,8,easily remembered,valid description,it can be used in academy,it is well drawn,the graph can be used in environment science,it can be used in geography,l learnt about it before,GlobalWarming-8
1138,4,5,4,5,5,4,4,GlobalWarming,3,it has got too many lines that l might forget,well structured,the information provided is unique,so much lines,very interesting to study,it can be used in health industry,l can use to study graph,GlobalWarming-3
1139,5,4,6,5,5,5,4,GlobalWarming,4,it has got usually colours,easy to understand,it can be used in mathematical,the layout is interesting,the view is nice,provides adequate information,it is simple and nice,GlobalWarming-4
1140,4,6,4,6,6,6,5,COVID,4,"The more data with different names such as countries, the more complex it is to remember.",Talks about an important topic.,"Neutral, could be true or false.",I see Co-Vid as a serious issue.,Simple and clean easy to see.,Each color highlights a country with its quite intuitive percentage.,I have no problems with it.,COVID-4
1141,3,5,6,7,4,4,4,COVID,5,Lots of data that varies constantly.,Just as the previous one talks about an important topic.,I remember it more or less from that time.,Many people suffered because of covid.,Maybe loades with to much information.,"It could be better represented, however it is complicated with so much data.",It represents something that was terrifying at the time.,COVID-5
1142,1,6,5,6,2,4,5,COVID,6,Too much data to remember.,Very detailed provides a lot of information therefore interesting.,It seems reliable but I would have to confirmed.,"Same as before, talks about a sensitive topic.",Maybe it has too much information to be pretty to look at.,"A lot of information on the screen, however you can analyze it, maybe there are terms that people don't know.","Overall not bad, a little full of information but useful.",COVID-6
1143,5,6,5,6,4,6,4,COVID,7,Something simpler this time therefore something easier to remember.,"In the charts we can see the peaks of infections due to Covid, I find it interesting.",The brands and the source make me think so.,"The same as the rest talks about covid, a delicate topic.",Not much on screen but it's okay.,The more simplicity also brings more intuitiveness.,The middle peak is threatening.,COVID-7
1144,4,7,4,5,6,6,6,COVID,8,An average amount of information you could remember something.,"It shows data from the early days of covid, very interesting.","Could be, would have to be checked.",It talks about the beginning of what was going to be a pandemic,"Quite nice to see, especially how it is placed on the screen.",The alignment of cases by population makes it easy to understand.,I don't have any problem here.,COVID-8
1145,1,6,6,5,2,3,5,COVID,9,"A kind of heat map with the countries and their infected, I don't think it will be easy to remember.",The indication of countries with 0 cases makes it interesting.,Provide a source at the bottom.,I empathize with the way all these cases have been represented over the years.,Quite strange to look at.,It can be a little confusing to understand but not that much.,At least it shows how countries were beginning to have many fewer cases.,COVID-9
1146,4,7,5,7,7,7,7,HousePrice,6,There are some parts that I might forget,"Yes, I like analysis charts",I think yes,"Yes, I think it's an excellent graph","I like, because have a lot of information","Of course yes, anyone can get information from this complete graph","Yes, everything is clear and clearly visible",HousePrice-6
1147,5,7,7,7,5,7,7,HousePrice,1,I think I would forget some values ​​due to the price line,"Yes, the graph becomes interesting because it is possible to check the costs
","Yes, as it shows reality","Yes, it becomes reliable as you know the markets","Yes, but it could be a little different and more presentable","Yes, without a doubt, anyone can understand the issues well","Yes, I can analyze the graph well",HousePrice-1
1148,5,4,3,4,3,6,6,HousePrice,2,"Yes, but I would have some difficulties remembering","Yes, but for today, no",Does not say the source from where it was taken,"Honestly, I don't think it's that interesting.",I think it should be in color to benefit everyone,"Yes, I managed to get the necessary information","Yes, easy to draw conclusions",HousePrice-2
1149,2,6,6,6,7,7,6,HousePrice,3,"I don't think so, a lot of information to learn","Yes, it shows the variation between different countries and it is possible to draw many conclusions","Yes, this one shows the source","Yes, as because have countries I would like to live in in the future","Yes, it has a lot of information and beautiful colors","Yes, I managed to get a lot of information","yes and no, because if I have to remember him in the future, it becomes complicated",HousePrice-3
1150,1,1,4,2,1,6,6,HousePrice,4,"No, I have difficulties with this type of graph","No, I hate non-visible graphics","this one has source, so i think yes",I really don't like it at all,"Not for me, but there must be people who like it","Yes, it's understandable but it's not pleasant","Yes, I can remember some red parts but not everything",HousePrice-4
1151,6,6,6,5,5,7,7,HousePrice,5,"Yes, I could remember some details","Yes, as it shows important details, but it would not be interesting for everyone","yes, this one has the source and website","A little yes, but it's not what it looks like in terms of graphics.","Yes, but I've seen better","yes, clearly, anyone can get information from him","yes, because I have studied this type of ​​analysis in school",HousePrice-5
1152,7,7,7,7,7,5,7,HousePrice,12,"Clear tendency, on top of rememberable recessions.",Useful to many in the understanding of the housing market situation in the US.,Trustworthy sources,Most householdfs can't buy a house,Colorful,Lots of information but well presented,"Yes, visually appealing",HousePrice-12
1153,7,4,1,7,7,1,3,HousePrice,1,Rainbow,A bit unclear,No source,Housing is an issue in the UK,Colorful,Understanding the meaning requires time and effort,Lack of sources leads to my disinterest,HousePrice-1
1154,1,3,3,1,5,5,7,HousePrice,2,Lack of color and not visually interesting,"Interesting topic, mostly for specialists",Looks official but no sources,Too worldly to empathize,Clear and bold but old,Limited understanding time,Overall understandable and clear,HousePrice-2
1155,2,7,7,4,5,2,3,HousePrice,3,Too much info to remember,Easy to compare to a country we live in/know. ,Sources cited and looks legitimate,Not country/situation specific enough to empathize.,Colorful but complicated,Reflection is necessary to come to conclusions.,"Lacks representation for africa, and more for latin america",HousePrice-3
1156,1,7,3,1,2,3,3,HousePrice,4,Very complacted to a novice,"Useful indicator, for different cities in canada","Is complex therefore sounds serious, but lacks sources",Too indicator-based for that,Pixelated look may only fit with a part of the potential public,Requires reflexion for full appreciation,The aesthetics do not help,HousePrice-4
1157,1,2,7,1,2,3,1,HousePrice,5,Too niche,Requires advanced knowledge on the subject,"Clear, serious sources",Subject could lead to it but too complex,Poor choice of colors and visuals,Understanding of trends but not of their meaning,Unappealing and complex,HousePrice-5
1158,6,7,6,7,7,7,7,GlobalWarming,7,"It is a simple chart with 2 axes. Also, as the topic is global warming, I can relate it with general knowledge. Then, I have to remember 2 things, the cycles and that until 1960 temperature was relatively stable.",Climate change is an important and interesting topic.,I trust that is is provided by NASA.,It is related to everyday situations. ,"Simple colors, sufficient description. ",I get what it is supposed to transfer.,"Overall, it is fine.",GlobalWarming-7
1159,6,7,7,6,7,7,7,GlobalWarming,8,"Relatively simple concept. Contains the countries it must contain. At the same time, I do not think could exclude any of them.",It is informative.,The data that is provided are similar to my general knowledge.,It highlights how developed economies causing troubles.,I like the colors and how developed from non-developed countries are separated. ,Simple to be understood.,"Overall, it is fine.",GlobalWarming-8
1160,7,7,6,5,7,7,7,GlobalWarming,9,"The concept is clear, also there is a strong positive correlation. I can easily remember them.",I like the concept.,I am not sure about the data source.,I understand the problem.,I like the color palette.,What it wants to present is delivered clearly. ,"I understood everything fast. Overall, is very good chart.",GlobalWarming-9
1161,7,5,7,6,2,5,7,GlobalWarming,10,The chart essentially divides European countries into two halves. This makes it easy for me to remember the outcome. ,"Although, it is an important topic. The chat is informative but I cannot say I care a lot.",I trust the source.,I understand why people are divided in such a way.,I do not like the color palette. I do not understand clearly the difference in percentages.,"Clear outcome, not that interesting and important.",I understand the chart. It is somehow boring. ,GlobalWarming-10
1162,6,7,5,7,7,7,7,GlobalWarming,11,It provides a lot of information. But at the same time I can have a summary of it in my mind.,It is an interesting topic.,No source provided. It seems real and well made.,The chart delivers the information in a very good way and presents clearly the difference between generations.,"Very good choice of colors. Also, I like the constant scale.",Important information summarized and well presented. ,I like it. It is well organized with interesting information. ,GlobalWarming-11
1163,7,7,7,7,7,5,7,GlobalWarming,12,Well organized although it contains a lot of information.,both the topic and how the chart is organized are good.,"I trust both sources, Nasa and statista.",The heating up problem is well presented.,"Good colors, and does not contain excessive information. ","The way the results are presented makes it easily understood. However, I do not exactly understand what means average temperature or if average temperature is the best measure to use as a baseline. ",It is a good chart.,GlobalWarming-12
1164,7,7,7,7,7,7,7,GlobalWarming,1,"The chart is memorable because it visually captures the impact of global climate change, a critical issue affecting our planet. Such an image can illustrate stark differences in temperature across decades.","The chart is interesting because it visually captures the impact of climate change on Earth. It highlights temperature shifts, sparking curiosity about their causes and consequences. This powerful visual makes complex data accessible.","The chart appears trustworthy due to credible data from reputable sources. Clear labeling, consistent scales, and a transparent methodology enhance its reliability. If it's published in a respected journal or endorsed by experts, it further reinforces the chart's credibility.","I could empathize with the chart because it visualizes the impact of temperature changes on communities and ecosystems, making climate change feel personal and urgent. The data connects emotionally, highlighting the challenges we all face and the responsibility to act for future generations.","A chart is visually engaging with a gradient color scheme from blue to red, a subtle world map background, a line or area chart showing temperature trends, clear labels, and a clean, modern font. Ensure gridlines and legends are unobtrusive.","The chart is intuitive because it uses clear visuals and straightforward design, like color gradients or simple lines, to represent temperature changes. Well-labeled axes and a logical layout make it easy to understand the data at a glance, requiring little explanation to grasp the trends.","I feel comfortable with the chart because it presents clear, well-organized data from reliable sources. Its transparency in methodology, accurate labeling, and use of familiar visuals make it easy to understand and trust, allowing you to confidently interpret and engage with the information.",GlobalWarming-1
1165,7,7,7,7,7,7,7,GlobalWarming,2,"The chart is memorable due to its clear color coding (Warming Trend, El Niño, Other) straightforward bar format, and well-labeled axes. It effectively highlights trends and anomalies over time, making it easy to compare contributions to the hot April SAT anomaly across different years.
","The chart is interesting because it visually represents the contributions to the hot April SAT anomaly over time, highlighting the impact of the Warming Trend and El Niño. The distinct colors make it easy to compare data, while the peaks in certain years prompt curiosity about the underlying climate","The chart appears trustworthy due to its clear data presentation, with distinct color coding for different factors. The use of a regression-based approach adds credibility, while the consistent time frame allows for easy trend analysis.","I empathize with the chart as it highlights the significant impact of climate change on April temperatures. The clear warming trend and fluctuations due to El Niño events reflect the urgency of addressing global warming, reminding us of our responsibility to protect the environment for the future.","The chart is aesthetically pleasing because of its harmonious color palette, which highlights trends effectively. The organized layout, combined with clear labels and smooth lines, creates an engaging visual flow.","The chart is intuitive because it clearly distinguishes contributions to hot April surface air temperature anomalies using color-coded bars. Each category—Warming Trend, El Niño, and Other—allows for easy comparison across years.",I feel comfortable with the chart because its clear layout and color coding make it easy to read and interpret. The concise labels and well-defined categories help me quickly grasp the data.,GlobalWarming-2
1166,1,7,7,0,0,0,0,GlobalWarming,3,"The chart is complex, featuring multiple lines representing different years, which can overwhelm viewers. The lack of clear labels and a straightforward legend makes it hard to track specific data points. Additionally, the overlapping colors can be confusing.","The chart is interesting as it visually represents climate change trends over time, highlighting monthly temperature anomalies since 1850. The comparison of recent years with historical data reveals alarming warming patterns.",The words and numbers on the graph it is not very visible so it is hard to trust anything in this graph.,Insufficient information to answer,Insufficient informa to answer,Insufficient information,Insufficient information,GlobalWarming-3
1167,1,7,0,4,0,7,4,GlobalWarming,10,It is so hard to figure out what this chart is about.,It is very interesting in a way you would like to know what information does the chart carry  ,I can't really tell as I had no information about the chart.,I am neutral about that.,Insufficient information,"Based on the information provided about the Southern Europe people, I strongly agree that it is intuitive because it is their believe to think climate change its a threat.","I don't agree, neither disagree with the statement.",GlobalWarming-10
1168,7,7,7,0,0,0,0,GlobalWarming,11,"Based on the colours, it is easily remembered.",Very interesting because you want to know more about what the chart is all about.,The information provided seem truthful.,insufficient information,insufficient information,insufficient information.,insufficient information,GlobalWarming-11
1169,7,7,7,0,1,0,7,GlobalWarming,12,Based on the information provides it's not too hard to forget the chart.,The temperature information from the 80's make me interested in the chart.,I trust their source Statista,insufficient information,insufficient information,insufficient information,Everything that has to do with the earth I am comfortable with it,GlobalWarming-12
1170,6,6,6,6,6,5,7,GlobalWarming,8,easy to read,the colors makes it look good,very trustworthy,very clear,very pleasing,neatral,its very good,GlobalWarming-8
1171,6,6,6,6,6,4,6,GlobalWarming,9,very easy to remember,because of the colors,all the information is there,it have all the details,its very pleasing,its very intuitive,very comfortable because its easy to read,GlobalWarming-9
1172,6,6,6,6,5,5,7,GlobalWarming,10,colors makes it easy to remember,very interesting ,it has more details,its very detailed,very pleasing,very intuitive,because all the details are there,GlobalWarming-10
1173,7,7,5,5,5,4,6,GlobalWarming,11,very easy to remember the good colord,eeasy on the eye,not too much information,its not that bad,very good,good,its very good,GlobalWarming-11
1174,4,5,5,4,4,4,4,GlobalWarming,6,its not easy to remember,not that good,less info,not much details,the colors are not pleasing,neutral,im not too comfortable with this chart,GlobalWarming-6
1175,4,4,3,4,4,4,4,GlobalWarming,7,its complicated,its not that interesting,there is less data,less information,its not that pleasing,im neutral on this one,im comfortable with this graph,GlobalWarming-7
1176,2,4,5,1,0,4,4,COVID,3,its too much information in there,the colours are not appealing enough,it looks well layered,it doesnt look like it,the colours are dull,it has some bit of information in there ,it doesnt look bad,COVID-3
1177,5,7,7,7,7,1,7,COVID,4,the figures are broad enough,it is colourful,the percentages look real,it looks like real information,the colours are catchy,doesnt seem like figures generated intuitively,it looks pleaseing,COVID-4
1178,3,7,4,4,6,4,6,COVID,5,it has no clear didtinction ,the colours make it pleasing to view,it looks like real charts,no emeotions attached to it,the slight differnce in gradient of the colour,looks like it,it looks pleasing,COVID-5
1179,1,4,4,4,4,4,4,COVID,6,it looks a bit to complicated ,the mix of colors and the type of chart used looks good,it does not look like made up figures,I'm indifferent about it,the colors and type of chart used looks just okay,it is okay,it looks okay,COVID-6
1180,6,4,4,4,4,0,4,COVID,1,It's simple and not complicated,it doesnt look too good and neither bad,the information displayed look true,indifferent about it,it looks okay,i dont see anything here to decide,it looks okay,COVID-1
1181,7,4,5,4,4,4,4,COVID,2,it looks well layered,it doesnt look bad nor good,looks like the information displayed is well researced,Indifferent about the information on the chart,the colors look good,i dont really know,it looks okay,COVID-2
1182,1,1,2,3,1,4,1,COVID,6,it has a lot of information,Too much information ,"There is no source
",Confusing,too much graphics,no reason,"It is confusing, dont know where to start",COVID-6
1183,7,7,7,7,7,7,7,COVID,7,Clear and simple information,good color combination and less info to remember,yes there is a source,it is easy to understand,perfect color combination and graphics,understandable info,Easy to read,COVID-7
1184,4,4,4,4,5,7,7,COVID,8,it has little bit too much info,slightly interesting,Not guaranteed ,slightly confusing,Perfect color coordination,It is understandable,Yes relevant info,COVID-8
1185,1,1,4,1,1,1,0,COVID,9,complex,confusing,No sources,Don't know what's going on,Too many colors,i dont understand anything,confusing,COVID-9
1186,5,7,7,7,7,7,7,COVID,10,simple and easy to understand,good presentation,source provided,easy to understand ,perfect color coordination ,enough info provided,relevant information,COVID-10
1187,1,1,3,6,1,4,2,COVID,11,"No simplicity, very complex ",Too much information,no clarity,understandable,not visually pleasing,understandable,bad data presentation,COVID-11
1188,1,6,4,5,7,4,5,HousePrice,8,It is long to remember,It looks interesting with different colours,I'm not sure about that,"Yes ,because house prices are high now",It looks good,I feel equal about it,it contains something that happens in our lives,HousePrice-8
1189,1,5,3,7,3,6,6,HousePrice,9,no it is complex,it does look interesting,I'm not certain about being trustworthy,Inflation is high now,It does not look pleasing,It shows current price index,It keeps me informed about current pricing of houses,HousePrice-9
1190,7,7,7,7,7,5,7,HousePrice,10,It's not complicated at all,It's easy to understand,It seems trustworthy,I understand current rates,It looks great and pleasing,The graphics is good,It is easy to read and understand,HousePrice-10
1191,5,7,7,7,7,6,7,HousePrice,11,It is almost complex,It looks interesting,It does appear trustworthy,It shows the current average home costs,The drawing and labeling is great,It appears intuitive,I'm very comfortable,HousePrice-11
1192,1,7,7,7,7,7,3,HousePrice,12,It is complicated and complex,graphics are great,It does not appear to be,It is costing everyone,It does took interesting,picture looks great,I don't really understand the chart,HousePrice-12
1193,7,7,3,3,3,3,7,HousePrice,7,simple and straightfoward,It does look interesting,It looks trustworthy,I do not live in one of those countries,It's not really pleasing,I do not feel that it's intuitive,It is easy to read ,HousePrice-7
1194,1,7,7,7,4,7,7,COVID,6,they are just too many charts to remember,the chart is really interesting because it shows the covid 19 stats,yes because it shows stats about covid 19,yes due to the stats,not really because i cant see much,yes ,yes because of the stats,COVID-6
1195,4,7,7,7,4,4,7,COVID,7,not really because it has two lines which are not easy to remember,yes because it gives updates about covid 19 in the US,BECAUSE OF THE LINES IN THE GRAPH THEY START FROM ZERO,BECUSE IT SHOWS HOW A LOT OF PEOPLE HAVE BEEN AFFECTED BY THE COVID,NOT REALLY BECAUSE A LOT OF PEOPLE LOST THEIR LIVES,YES ,BECAUSE IT DID DROP AND THE NUMBERS DIDNT REALLY GO THAT MUCH,COVID-7
1196,7,7,7,7,4,4,4,COVID,2,BECAUSE IT STARTS FROM ZERO ,CAUSE IT SHOWS STATS ABOUT KIDS WHO WERE AFFECTED ,BECAUSE IT STARTS FROM ZERO,YES TOO MUCH ,BECAUSE ITS OT A GOOD THING ,TOO MUCH  BECAUSE OF THE NUMBERS ,NOT REALY BECAUSE M NOT HAPPY OW PEOPLE ARE FFECTED BY THE COOVID,COVID-2
1197,1,7,4,4,4,4,4,COVID,3,IT HAS TOO MUCH INFORMATION,IT SHOWS HOW THE VACCINATION STATS,BECAUSE IVE NEVER SEEN IT EFORE,I CANT REALY TELL HTS GOING ON,NOT THAT MUCH ECAUSE I DONT KNOW THE CHART,TOO MUCH,BECAUSE I CANT TELL WHT THE CHART REALLY IS ABOUT,COVID-3
1198,5,7,7,7,1,4,4,COVID,4,BECAUSE IT SHOWS COUNTRIES THATH WERE AFFECTED THE MOST,BECAUSE I DIDNT KNOW WHICH CUNTRIES WERE AFFECTED THE MMOST,YES TOO MUCH,ECAUSE IT SHOWS HOW OTHER CONTRIES WERE AFFECTED,BECAUSE A LOT OF PEOPLE LOST THEIR FAMILIES,I DONT KNOW WHAT TO SAY,BECAUSE I DONT TRUST THE NUMBERS,COVID-4
